time (ms),x (m/s^2),y (m/s^2),z (m/s^2),B (Raw)
4022315,0.35,1.80,-10.04,506
4023342,1.66,-0.26,-14.07,506
4024369,1.74,1.28,-17.24,506
4025396,0.95,0.68,-11.59,506
4026429,0.80,2.11,-10.28,506
4027455,1.14,-0.19,-13.37,506
4028482,1.03,1.99,-15.77,506
4029509,1.44,0.75,-12.98,506
4030536,0.35,1.54,-9.04,506
4031563,0.76,-0.11,-16.12,506
4032590,1.51,1.13,-16.78,506
4033617,1.29,0.72,-11.55,506
4034644,0.99,0.98,-8.73,506
4035672,1.85,-0.30,-20.22,506
4036698,1.36,0.45,-14.65,506
4037725,0.80,0.87,-8.50,506
4038752,1.06,0.75,-9.85,506
4039779,1.51,0.00,-19.83,506
4040806,0.35,1.17,-11.75,506
4041833,0.20,-0.11,-7.68,506
4042860,0.69,0.79,-10.59,506
4043887,1.96,0.60,-20.92,506
4044912,0.73,-0.64,-10.89,506
4045939,0.88,1.09,-8.11,506
4046966,0.69,1.05,-19.10,506
4047993,1.92,0.68,-22.39,506
4049019,1.18,1.32,-8.34,506
4050046,1.06,0.08,-6.10,506
4051074,0.35,2.29,-21.73,506
4052101,0.84,0.08,-17.36,506
4053140,1.40,0.38,-8.92,506
4054167,1.47,0.04,-8.26,506
4055193,-1.37,0.94,-31.06,506
4056220,-2.26,-1.61,-15.19,506
4057247,-0.17,2.41,-6.29,506
4058274,0.95,1.32,-7.02,506
4059301,-1.14,-1.16,-12.44,506
4060328,0.17,0.11,-15.54,506
4061356,0.76,0.60,-10.74,506
4062389,-0.36,2.14,-10.43,506
4063416,2.00,0.98,-20.26,506
4064443,0.95,-0.94,-12.25,506
4065470,0.73,0.04,-7.76,506
4066497,1.47,1.54,-9.97,506
4067538,0.24,-0.67,-15.93,506
4068578,1.25,0.79,-13.26,506
4069605,0.24,0.08,-9.11,506
4070632,1.03,1.47,-13.02,506
4071659,0.02,-0.86,-19.10,506
4072686,-0.02,-0.34,-10.66,506
4073724,-0.02,0.08,-6.21,506
4074750,1.59,0.23,-11.59,506
4075778,1.55,1.09,-17.55,506
4076805,1.21,1.65,-10.97,506
4077832,0.54,1.05,-6.17,506
4078859,0.73,1.35,-12.25,506
4079892,0.99,2.07,-17.36,506
4080919,0.24,0.26,-8.65,506
4081945,1.33,-0.26,-7.22,506
4082972,-0.02,1.35,-11.20,506
4083999,2.56,1.17,-20.30,506
4085026,0.62,0.34,-12.13,506
4086053,0.50,-0.07,-11.13,506
4087080,0.99,0.08,-12.67,506
4088108,1.62,1.77,-13.02,506
4089135,0.20,0.11,-14.76,506
4090161,0.84,0.15,-12.75,506
4091188,1.36,1.47,-13.53,506
4092215,-0.36,1.05,-16.74,506
4093242,-0.21,-0.04,-15.04,506
4094269,2.97,-0.26,-13.53,506
4095296,0.05,1.58,-12.87,506
4096329,-0.02,-1.80,-13.68,506
4097356,0.91,1.92,-17.09,506
4098382,1.21,1.73,-13.53,506
4099409,0.58,0.34,-10.20,506
4100436,0.91,0.08,-11.90,506
4101464,2.22,-1.61,-15.58,506
4102491,1.74,1.73,-16.27,506
4103518,0.76,0.08,-10.93,506
4104544,0.73,1.20,-9.54,506
4105571,1.25,0.04,-14.46,506
4106598,0.80,1.50,-15.27,506
4107625,0.69,0.08,-11.59,506
4108652,1.33,0.64,-11.17,506
4109679,0.69,1.02,-14.65,506
4110705,1.14,1.50,-15.93,506
4111732,1.29,-0.41,-9.42,506
4112759,0.95,0.87,-9.58,506
4113786,1.29,1.58,-15.11,506
4114812,0.62,1.54,-15.42,506
4115838,1.25,-0.04,-9.97,506
4116866,0.65,0.08,-8.11,506
4117893,0.32,1.77,-15.50,506
4118920,0.91,0.41,-14.76,506
4119947,1.21,1.24,-7.95,505
4120974,0.09,0.94,-7.30,506
4122000,-1.14,0.08,-13.10,506
4123027,0.13,-0.75,-14.65,506
4124054,0.99,2.29,-11.86,506
4125081,1.21,-1.16,-12.48,506
4126108,0.17,3.27,-17.63,506
4127148,1.29,0.83,-16.62,506
4128175,0.09,1.02,-13.37,506
4129201,0.28,0.23,-11.40,506
4130228,0.65,0.90,-13.60,506
4131255,-0.24,-1.13,-17.59,506
4132288,0.62,2.52,-14.88,506
4133315,1.03,-0.30,-13.64,506
4134342,1.55,0.72,-14.46,506
4135369,1.10,3.38,-13.49,506
4136395,0.65,0.08,-11.05,505
4137422,1.44,2.14,-12.91,505
4138449,2.78,-1.20,-16.66,506
4139476,1.85,3.46,-13.91,505
4140504,2.00,-0.82,-9.35,506
4141531,1.25,0.83,-10.93,506
4142557,2.37,0.75,-13.91,506
4143584,0.54,0.98,-12.95,505
4144626,1.36,1.17,-11.63,506
4145653,1.14,0.04,-13.33,506
4146680,2.00,2.44,-13.56,506
4147707,1.92,-0.04,-12.02,506
4148741,1.70,1.43,-10.59,506
4149768,0.05,0.56,-13.87,506
4150794,1.18,1.20,-15.65,506
4151832,1.25,0.08,-11.86,506
4152859,0.20,2.07,-9.85,506
4153899,0.05,-1.20,-12.83,506
4154925,-0.17,1.09,-15.15,506
4155952,0.32,1.92,-12.06,505
4156979,0.80,2.37,-7.64,506
4158006,1.70,1.32,-9.08,506
4159033,0.58,0.75,-14.07,506
4160060,1.62,0.41,-11.75,506
4161086,1.06,-0.56,-9.66,506
4162113,0.13,2.29,-12.79,506
4163140,1.14,-0.90,-10.59,505
4164167,1.18,2.78,-11.40,505
4165194,1.70,0.11,-11.48,506
4166221,0.13,1.62,-13.10,506
4167255,0.20,-1.24,-12.87,505
4168282,0.20,1.84,-10.51,505
4169308,1.29,2.14,-14.53,506
4170335,1.74,3.61,-19.83,506
4171362,0.28,-0.82,-13.45,505
4172389,2.03,3.98,-12.64,505
4173416,0.09,-2.14,-13.56,506
4174443,2.74,1.54,-12.83,505
4175470,-0.43,-0.49,-11.09,506
4176497,3.83,3.08,-17.94,506
4177523,2.60,1.09,-16.93,505
4178550,0.05,0.00,-8.69,505
4179577,-0.58,-0.49,-9.42,506
4180604,0.80,1.65,-15.81,506
4181632,0.24,1.17,-15.46,506
4182659,1.14,0.60,-9.58,506
4183692,0.05,0.00,-5.98,506
4184718,0.95,0.94,-12.21,505
4185745,0.20,1.28,-17.40,506
4186772,1.06,0.56,-12.44,506
4187799,1.92,-0.26,-13.37,506
4188826,1.89,1.99,-19.25,506
4189853,0.84,0.87,-12.83,506
4190879,0.69,1.58,-7.57,506
4191906,0.17,1.50,-7.88,506
4192933,2.89,1.13,-17.59,506
4193960,1.96,0.04,-10.51,506
4194987,0.80,-0.19,-6.87,505
4196014,2.03,2.07,-11.71,505
4197041,2.00,-1.05,-16.16,506
4198068,0.62,1.50,-9.89,506
4199095,0.84,0.00,-11.98,505
4200121,0.84,2.59,-13.91,506
4201160,0.99,-0.64,-14.42,506
4202192,0.28,1.84,-11.05,505
4203219,0.76,0.68,-10.16,506
4204247,2.07,0.04,-13.37,506
4205274,1.96,1.05,-17.78,506
4206300,0.76,3.50,-13.53,506
4207327,1.03,0.60,-8.69,506
4208354,1.66,-0.67,-11.82,506
4209381,1.66,3.38,-18.94,506
4210408,1.33,2.26,-14.38,505
4211435,0.99,0.45,-8.84,506
4212461,0.84,-0.37,-11.59,506
4213488,1.74,0.41,-20.65,506
4214515,1.18,2.48,-12.13,506
4215542,0.88,0.68,-6.37,506
4216569,1.29,0.68,-15.93,506
4217596,1.06,0.98,-21.19,506
4218624,2.52,-0.22,-9.66,506
4219655,1.25,-0.94,-5.17,506
4220682,3.79,4.81,-21.89,506
4221723,-0.51,7.36,-25.64,506
4222750,-0.32,-1.91,-7.18,506
4223777,0.65,-0.41,-4.47,506
4224804,-0.13,-1.16,-13.53,506
4225831,2.26,-1.69,-16.89,506
4226859,0.62,0.08,-8.15,505
4227885,0.80,-1.43,-6.68,506
4228912,3.87,7.10,-31.99,506
4229950,0.95,-0.11,-22.78,506
4230977,1.10,1.88,-9.69,506
4232004,-0.58,0.34,-8.50,506
4233030,1.85,3.23,-15.73,506
4234057,0.13,-1.76,-7.64,506
4235084,0.88,-1.91,-5.75,506
4236111,0.84,4.77,-14.18,506
4237145,1.29,-2.14,-15.54,506
4238183,2.00,2.59,-10.74,506
4239210,0.47,1.13,-8.53,506
4240237,1.55,-0.15,-12.13,506
4241264,0.95,1.32,-12.56,506
4242291,0.58,0.11,-11.36,506
4243318,0.80,1.24,-11.94,506
4244345,0.69,0.08,-12.21,506
4245372,-0.02,1.92,-11.40,506
4246400,0.17,0.38,-9.19,506
4247427,0.73,0.04,-11.32,506
4248454,0.84,1.39,-10.66,506
4249481,0.17,-0.11,-10.55,506
4250508,1.66,2.41,-15.54,506
4251535,0.17,-0.41,-11.13,506
4252562,0.69,1.09,-11.13,506
4253589,0.95,0.26,-10.86,506
4254622,1.44,0.87,-14.38,506
4255649,0.80,0.00,-12.52,506
4256676,0.80,1.05,-9.97,506
4257703,1.25,2.41,-14.49,506
4258731,1.70,1.09,-16.24,506
4259758,0.62,0.04,-8.03,506
4260785,0.58,0.75,-5.32,506
4261812,0.91,-0.45,-15.11,506
4262839,1.29,1.47,-16.97,506
4263866,0.80,1.20,-11.51,506
4264893,0.58,0.08,-9.73,506
4265920,1.33,-0.30,-15.07,506
4266947,0.99,0.34,-10.51,506
4267974,0.17,-0.04,-7.02,506
4269001,1.44,1.05,-12.83,506
4270028,1.62,1.13,-15.65,506
4271055,0.35,0.26,-11.17,506
4272089,0.35,1.24,-8.34,506
4273115,0.73,-0.49,-10.89,506
4274142,1.36,2.07,-17.28,506
4275181,0.32,-0.15,-11.44,506
4276208,0.20,1.17,-11.05,506
4277235,1.74,-0.04,-13.53,506
4278262,0.43,1.69,-11.86,506
4279289,1.03,-0.07,-12.21,506
4280316,0.76,1.95,-11.98,506
4281344,1.36,0.30,-11.36,506
4282371,1.40,2.48,-16.04,506
4283398,0.47,0.00,-13.37,506
4284425,1.03,2.29,-10.89,506
4285452,0.50,-1.69,-10.43,506
4286479,1.36,3.50,-15.69,506
4287506,1.51,-1.95,-11.71,506
4288533,0.62,2.03,-10.62,506
4289566,0.17,0.72,-10.97,506
4290593,1.96,0.90,-14.73,506
4291620,1.51,0.23,-15.89,506
4292647,0.73,1.50,-10.86,506
4293675,0.50,1.58,-7.49,506
4294702,1.10,0.00,-12.25,506
4295729,0.65,2.03,-12.87,506
4296756,1.03,0.08,-8.38,506
4297783,0.91,-0.30,-9.54,506
4298825,1.62,2.18,-13.33,506
4299852,0.17,-0.22,-11.71,506
4300879,1.10,1.35,-11.17,506
4301906,1.51,1.13,-11.75,506
4302934,0.13,0.08,-10.31,506
4303961,0.65,1.95,-11.82,506
4304988,1.10,0.15,-10.51,506
4306015,0.99,1.80,-12.21,506
4307059,0.99,1.32,-10.51,506
4308086,0.76,0.08,-12.40,506
4309113,1.10,0.75,-13.60,506
4310140,0.88,0.08,-12.83,506
4311168,0.80,1.02,-8.19,506
4312195,0.80,0.90,-9.58,506
4313222,0.95,0.60,-12.83,506
4314249,0.84,1.05,-11.82,506
4315276,0.65,0.04,-9.77,506
4316303,0.95,0.30,-12.52,506
4317330,0.95,0.83,-14.11,506
4318357,0.65,1.20,-11.55,506
4319384,1.03,0.45,-8.80,506
4320411,0.69,0.08,-10.35,506
4321438,1.55,1.65,-17.67,506
4322477,0.84,0.08,-11.20,506
4323504,0.84,1.05,-10.24,506
4324537,0.95,-0.60,-12.21,506
4325564,1.40,1.62,-13.56,506
4326591,0.20,-0.22,-9.93,506
4327618,0.84,1.73,-10.97,506
4328645,1.06,-0.04,-14.65,506
4329672,0.80,1.77,-16.74,506
4330699,1.55,-0.45,-11.82,506
4331726,1.29,1.84,-13.41,506
4332753,1.59,1.20,-17.55,506
4333780,0.02,2.48,-15.19,506
4334807,0.17,-0.45,-14.96,506
4335834,0.84,1.50,-11.59,506
4336861,1.44,0.00,-13.76,506
4337888,1.21,1.35,-14.15,506
4338915,0.65,1.24,-12.06,506
4339942,0.17,0.41,-10.74,506
4340969,2.11,0.08,-13.84,506
4342002,2.11,0.64,-18.05,506
4343029,1.29,1.73,-14.18,506
4344056,0.88,0.04,-8.19,506
4345083,0.99,0.79,-7.22,506
4346110,1.74,1.47,-13.18,506
4347138,1.81,0.90,-14.88,506
4348165,0.80,1.32,-10.55,506
4349205,0.91,1.20,-10.43,506
4350232,1.40,0.90,-14.42,506
4351259,0.69,1.20,-12.13,506
4352285,0.73,0.72,-7.06,506
4353312,0.95,1.13,-9.93,506
4354339,0.91,1.47,-12.98,506
4355366,1.18,1.13,-11.09,506
4356393,0.95,1.50,-10.16,506
4357421,0.88,0.08,-11.55,506
4358448,0.95,1.95,-13.45,506
4359481,0.88,0.56,-11.01,506
4360508,1.25,0.11,-10.51,506
4361535,0.84,1.73,-12.60,506
4362562,1.85,1.43,-15.35,506
4363589,0.24,1.02,-10.47,506
4364615,0.73,0.08,-7.99,506
4365642,0.76,1.05,-12.21,506
4366669,0.65,0.68,-15.42,506
4367696,0.99,0.75,-10.89,506
4368723,0.73,0.45,-9.04,506
4369751,0.76,1.17,-15.15,506
4370778,0.84,1.09,-15.65,506
4371805,0.73,0.23,-9.00,506
4372832,0.58,0.26,-7.33,506
4373859,0.73,1.65,-14.84,506
4374886,0.62,1.17,-16.04,506
4375928,1.36,0.08,-11.48,506
4376962,0.95,-0.34,-6.91,506
4377989,2.00,0.87,-10.66,506
4379016,2.74,1.43,-21.73,506
4380043,0.73,-0.52,-10.12,506
4381070,1.18,1.02,-9.31,506
4382097,1.51,0.08,-15.04,506
4383136,1.74,4.02,-13.99,506
4384163,0.35,-0.75,-9.69,506
4385190,0.58,0.00,-9.35,506
4386217,1.55,3.98,-19.14,506
4387245,2.37,0.56,-22.50,506
4388272,0.17,0.53,-11.98,506
4389299,1.18,0.08,-9.69,506
4390325,1.81,2.52,-13.33,506
4391352,1.66,1.13,-13.45,506
4392379,1.03,1.50,-15.85,506
4393406,1.03,0.23,-12.02,506
4394440,2.30,-0.41,-14.92,506
4395466,1.14,1.69,-14.53,506
4396493,1.81,-1.31,-16.31,506
4397520,0.65,-0.07,-18.13,506
4398547,1.29,2.14,-14.26,506
4399575,0.20,-0.30,-10.89,506
4400602,1.10,2.41,-16.97,506
4401629,0.50,1.20,-13.72,506
4402656,1.59,0.08,-11.05,506
4403683,1.06,1.24,-13.95,506
4404710,1.18,-0.22,-17.90,506
4405737,0.54,2.14,-14.96,506
4406775,0.62,-0.22,-8.88,506
4407802,1.29,1.95,-11.94,506
4408829,1.44,0.41,-18.36,506
4409857,1.70,1.39,-16.54,506
4410884,0.50,1.35,-9.81,506
4411917,0.28,1.84,-9.77,506
4412944,1.47,2.07,-18.09,506
4413971,1.92,1.09,-17.63,506
4414998,-0.06,1.50,-10.82,506
4416025,0.47,2.26,-8.65,506
4417052,1.40,-2.33,-14.73,506
4418079,1.47,0.79,-14.22,506
4419105,0.65,-0.22,-9.19,506
4420132,0.76,1.95,-9.93,506
4421159,0.99,-0.45,-15.19,506
4422187,0.88,1.84,-14.42,506
4423242,0.73,-0.45,-8.30,506
4424269,0.20,-0.22,-6.48,506
4425296,1.21,1.50,-13.72,506
4426323,0.99,-0.30,-14.80,506
4427351,1.18,1.84,-10.97,506
4428378,0.43,-1.24,-10.97,506
4429411,0.95,3.01,-13.49,506
4430438,0.95,-0.98,-13.18,506
4431465,1.21,2.82,-13.91,506
4432492,0.50,-0.56,-11.28,506
4433519,1.14,2.41,-11.98,506
4434546,0.80,-1.46,-13.26,506
4435573,1.62,1.77,-17.67,506
4436600,1.14,0.68,-14.15,506
4437627,0.73,0.49,-11.28,506
4438653,1.14,0.94,-13.49,506
4439681,2.00,0.19,-16.31,506
4440708,0.13,0.11,-10.28,506
4441735,0.35,1.50,-11.90,506
4442762,0.84,0.87,-18.60,506
4443789,0.17,0.08,-14.96,506
4444816,1.44,0.72,-9.73,506
4445843,0.65,0.98,-9.15,506
4446876,1.44,0.11,-18.17,506
4447903,0.39,1.17,-14.96,506
4448930,0.35,0.30,-9.11,506
4449957,0.20,0.64,-11.59,506
4450984,2.11,1.32,-14.65,506
4452012,1.44,1.05,-13.95,506
4453055,0.50,0.08,-6.17,506
4454082,0.69,0.11,-8.07,506
4455108,1.21,1.02,-16.12,506
4456135,1.29,1.20,-15.93,506
4457162,1.25,0.08,-11.63,506
4458189,0.73,0.75,-8.19,506
4459216,1.06,0.53,-11.82,506
4460255,1.33,1.54,-13.45,506
4461282,0.95,0.56,-11.98,506
4462309,0.99,0.68,-12.40,506
4463336,0.73,0.15,-11.75,506
4464363,0.54,0.49,-9.81,506
4465396,1.47,1.88,-12.13,506
4466423,0.50,0.08,-13.56,506
4467450,0.95,0.98,-10.93,506
4468477,0.88,0.04,-10.59,506
4469505,1.03,2.48,-16.31,506
4470531,1.03,0.15,-16.31,506
4471558,1.44,1.32,-11.24,506
4472585,0.69,0.49,-5.40,506
4473612,0.62,0.19,-12.33,506
4474639,2.00,1.69,-16.39,506
4475666,0.95,0.75,-13.37,506
4476693,1.36,0.08,-10.70,506
4477720,0.62,0.90,-15.27,506
4478747,1.44,2.11,-16.93,506
4479774,0.95,-0.11,-10.04,506
4480801,0.84,0.83,-8.03,506
4481828,1.25,0.64,-12.29,506
4482861,1.59,2.07,-18.33,506
4483888,1.33,-1.28,-9.62,506
4484915,0.62,0.00,-8.73,506
4485942,1.40,3.04,-17.90,506
4486969,0.65,1.73,-16.08,506
4487996,0.99,0.08,-9.04,506
4489023,0.17,-0.26,-6.64,506
4490049,1.51,1.54,-16.12,506
4491089,2.03,0.90,-23.12,506
4492116,1.25,0.08,-10.70,506
4493144,0.17,0.68,-6.56,506
4494171,1.06,0.19,-11.48,506
4495198,1.29,0.30,-19.52,506
4496225,1.33,1.73,-14.26,506
4497265,1.21,0.08,-7.06,506
4498292,2.03,1.88,-14.69,506
4499318,0.99,1.02,-18.56,506
4500352,1.33,0.08,-13.10,506
4501379,0.43,-0.30,-6.17,506
4502406,0.73,1.65,-10.35,506
4503433,1.85,1.32,-20.65,506
4504460,0.80,0.90,-13.99,506
4505487,1.10,0.08,-8.46,506
4506514,1.14,0.75,-11.24,506
4507541,2.11,0.72,-17.32,506
4508568,1.29,1.65,-16.70,506
4509594,0.80,0.64,-10.89,506
4510621,0.62,1.09,-10.12,506
4511648,0.91,0.11,-14.88,506
4512675,0.99,-0.45,-15.04,506
4513702,0.99,1.13,-14.92,506
4514729,0.17,-0.11,-15.15,506
4515757,-0.06,0.87,-16.51,506
4516784,-0.06,1.84,-15.04,506
4517817,0.17,0.19,-15.65,506
4518844,0.35,2.11,-19.60,506
4519871,1.33,1.32,-16.89,506
4520898,0.73,0.08,-14.26,506
4521925,1.62,1.43,-18.44,506
4522951,1.55,1.09,-19.64,506
4523978,2.33,0.53,-17.09,506
4525005,1.18,0.53,-14.73,506
4526032,0.54,2.22,-15.50,506
4527059,1.06,-0.30,-17.90,506
4528087,1.29,-0.07,-17.40,506
4529114,1.47,1.28,-15.31,506
4530156,0.80,0.49,-12.21,506
4531183,1.62,0.19,-15.62,506
4532210,2.18,2.97,-18.33,506
4533237,1.89,1.02,-17.01,506
4534264,1.14,0.04,-14.80,506
4535297,1.25,1.95,-16.16,506
4536336,0.99,-0.04,-15.11,506
4537363,0.91,0.98,-12.83,506
4538390,1.33,0.23,-13.41,506
4539417,1.40,0.60,-16.54,506
4540444,1.18,1.24,-13.06,506
4541471,0.80,0.53,-11.98,506
4542498,1.06,0.15,-13.10,506
4543525,0.84,0.60,-16.27,506
4544552,0.50,0.60,-12.52,506
4545579,0.80,0.34,-11.17,506
4546606,1.10,1.13,-13.91,506
4547633,1.44,0.11,-15.65,506
4548660,1.40,1.02,-13.33,506
4549687,1.03,0.15,-8.92,506
4550714,1.14,0.38,-12.29,506
4551741,1.18,0.60,-14.80,506
4552774,0.80,0.87,-12.29,506
4553801,0.76,0.15,-11.44,506
4554828,1.03,0.53,-13.76,506
4555854,0.73,0.41,-15.27,506
4556881,1.14,0.98,-11.51,506
4557908,0.95,0.34,-9.81,506
4558936,1.14,0.90,-13.37,506
4559963,1.70,1.17,-17.36,506
4560990,1.40,1.09,-13.76,506
4562017,0.84,1.17,-9.11,506
4563043,0.69,0.45,-9.85,506
4564070,1.59,1.05,-17.05,506
4565097,0.95,0.90,-14.53,506
4566124,0.24,0.60,-9.08,506
4567151,0.28,0.08,-9.97,506
4568178,1.59,1.69,-17.13,506
4569205,2.00,0.23,-16.70,506
4570277,0.28,0.56,-7.80,506
4571304,0.43,0.60,-7.18,506
4572332,0.95,0.19,-12.44,506
4573359,1.51,1.58,-16.51,506
4574386,0.73,1.20,-11.24,506
4575425,1.06,0.94,-11.32,506
4576451,1.21,1.02,-14.34,506
4577478,1.33,1.09,-12.02,506
4578505,0.99,0.53,-7.91,506
4579532,0.95,2.18,-8.92,506
4580559,1.18,1.58,-13.45,506
4581586,1.25,0.45,-11.24,506
4582614,1.10,1.80,-11.24,506
4583641,1.21,0.79,-10.97,506
4584668,0.91,1.80,-13.76,506
4585695,0.99,0.64,-13.72,506
4586722,1.14,0.75,-8.42,506
4587755,0.91,1.80,-15.93,506
4588782,1.96,1.20,-14.26,506
4589809,1.14,1.58,-11.09,506
4590836,0.65,1.32,-11.28,506
4591862,1.62,1.09,-12.60,506
4592889,0.76,1.99,-12.21,506
4593916,1.06,0.23,-8.73,506
4594944,1.33,1.58,-11.63,506
4595971,0.88,1.50,-15.19,506
4596998,0.76,3.16,-16.16,506
4598025,0.76,0.56,-8.50,506
4599052,1.21,1.88,-10.93,506
4600079,0.88,1.54,-16.70,506
4601106,0.17,3.01,-14.61,506
4602133,0.54,-0.07,-8.26,506
4603160,0.28,-0.90,-6.02,506
4604187,1.44,2.41,-12.98,506
4605214,1.36,0.72,-17.94,506
4606240,0.80,1.20,-11.24,506
4607282,0.73,0.87,-10.28,506
4608309,0.88,1.09,-14.15,506
4609336,0.17,0.04,-12.33,506
4610363,0.99,0.60,-9.50,506
4611390,0.76,1.17,-10.20,506
4612417,1.03,1.43,-12.95,506
4613444,1.14,0.79,-15.81,506
4614483,0.95,1.02,-8.84,506
4615511,0.99,0.08,-10.08,506
4616538,1.33,1.47,-15.93,506
4617565,1.29,1.02,-13.64,506
4618592,1.10,1.09,-8.57,506
4619618,1.47,0.56,-11.05,506
4620645,0.43,1.95,-18.48,506
4621672,1.55,0.08,-13.64,506
4622699,0.17,0.56,-6.79,506
4623732,0.76,1.13,-10.08,506
4624759,0.58,0.19,-14.07,506
4625786,1.10,1.28,-15.93,506
4626813,1.40,0.98,-13.37,506
4627841,0.76,1.13,-11.94,506
4628868,0.65,0.11,-12.25,506
4629895,1.10,0.75,-12.64,506
4630922,0.50,0.08,-10.93,506
4631949,0.95,0.68,-13.56,506
4632976,1.21,1.05,-13.80,506
4634003,1.03,1.73,-13.14,506
4635030,1.21,-0.45,-12.25,506
4636057,0.95,1.28,-12.52,506
4637084,1.18,0.08,-14.26,506
4638111,1.74,1.88,-16.04,506
4639137,0.84,0.04,-12.13,506
4640164,0.73,0.56,-9.31,506
4641199,0.99,0.94,-13.14,506
4642238,1.74,1.13,-15.96,506
4643265,1.40,0.87,-14.03,506
4644292,0.80,0.60,-12.40,506
4645319,1.18,0.87,-12.91,506
4646346,0.54,1.02,-15.58,506
4647373,1.44,1.13,-11.24,506
4648400,1.06,1.13,-12.37,506
4649427,1.44,1.17,-14.03,506
4650455,0.95,0.90,-15.93,506
4651482,0.73,1.02,-12.29,506
4652509,0.62,0.90,-8.38,506
4653536,0.69,0.56,-12.37,506
4654562,1.40,1.62,-18.79,506
4655589,0.62,0.08,-15.19,506
4656616,0.62,0.23,-9.31,506
4657643,0.80,-0.34,-11.90,506
4658676,0.99,1.09,-20.11,506
4659703,2.00,1.17,-18.05,506
4660744,0.95,0.26,-8.30,506
4661770,0.76,0.49,-7.53,506
4662797,1.85,1.77,-19.18,506
4663824,1.14,1.92,-19.52,506
4664851,0.88,1.05,-9.73,506
4665878,0.91,0.08,-8.50,506
4666905,0.62,0.08,-14.53,506
4667932,1.33,0.08,-14.84,506
4668959,0.88,0.45,-8.88,506
4669985,1.25,1.35,-10.08,506
4671012,0.80,0.49,-16.62,506
4672039,1.44,1.54,-16.62,506
4673067,0.73,0.08,-9.58,506
4674094,0.84,0.79,-10.08,506
4675121,1.25,1.13,-13.26,506
4676154,1.03,0.08,-15.81,506
4677181,0.91,0.49,-9.54,506
4678208,0.76,0.75,-9.35,506
4679235,1.03,1.39,-15.00,506
4680262,1.03,1.13,-16.20,506
4681288,1.25,0.08,-10.74,506
4682315,0.62,0.08,-6.10,506
4683342,1.06,0.15,-11.55,506
4684385,0.13,-0.15,-14.42,506
4685412,1.59,1.43,-11.17,506
4686439,1.06,1.05,-9.97,506
4687466,0.58,0.79,-12.60,506
4688493,1.40,0.75,-14.49,506
4689520,0.54,0.34,-11.36,506
4690547,0.32,0.08,-8.30,506
4691586,0.43,0.08,-11.86,506
4692613,1.36,1.88,-19.41,506
4693646,0.95,1.50,-16.97,506
4694672,1.21,0.11,-11.28,506
4695699,0.43,0.60,-9.35,506
4696726,0.84,-0.15,-13.18,506
4697753,1.21,1.35,-17.90,506
4698780,0.76,0.94,-12.25,506
4699807,1.14,1.24,-13.68,506
4700834,0.99,1.80,-15.69,506
4701861,0.99,1.47,-18.67,506
4702888,1.33,0.98,-13.95,506
4703916,1.03,1.24,-13.76,506
4704943,1.74,0.79,-18.29,506
4705970,1.51,0.87,-17.32,506
4706996,0.95,1.32,-14.65,506
4708023,0.99,0.15,-16.82,506
4709050,1.74,1.50,-21.23,506
4710077,1.62,2.26,-19.22,506
4711110,1.14,0.26,-14.69,506
4712137,1.29,0.75,-15.58,506
4713164,1.33,2.29,-20.65,506
4714191,1.89,1.62,-18.83,506
4715218,1.18,-0.04,-13.37,506
4716258,1.18,1.95,-14.49,506
4717284,1.62,1.20,-17.90,506
4718311,1.92,0.79,-17.78,506
4719338,1.21,1.62,-11.28,506
4720365,1.21,0.53,-11.17,506
4721392,1.44,1.99,-18.05,506
4722419,1.62,3.12,-19.33,506
4723446,1.14,0.08,-11.44,506
4724473,0.95,1.54,-8.96,506
4725500,1.55,0.19,-13.06,506
4726526,1.44,1.73,-17.28,506
4727554,1.10,1.58,-13.60,506
4728587,0.99,0.08,-10.28,506
4729614,1.25,2.33,-15.89,506
4730641,1.51,0.08,-17.24,506
4731668,1.33,1.28,-11.44,506
4732695,0.84,1.17,-7.76,506
4733722,1.29,0.68,-12.25,506
4734748,1.06,0.83,-16.97,506
4735775,0.73,1.47,-13.18,506
4736802,0.58,0.08,-8.42,506
4737829,0.99,0.08,-11.40,506
4738856,1.33,1.28,-18.44,506
4739884,1.06,1.32,-15.38,506
4740911,0.50,0.08,-8.53,506
4741937,1.06,0.04,-8.92,506
4742964,0.17,1.54,-14.61,506
4743991,0.17,0.64,-17.36,506
4745030,1.10,0.75,-10.59,506
4746056,0.88,0.08,-8.34,506
4747089,0.91,0.75,-14.76,506
4748116,1.18,1.95,-17.74,506
4749144,0.65,0.26,-10.04,506
4750171,0.69,0.08,-7.95,506
4751198,0.58,0.45,-12.98,506
4752225,1.06,1.35,-17.36,506
4753252,1.10,1.43,-13.22,506
4754279,0.91,0.26,-11.59,506
4755306,1.14,1.84,-15.11,506
4756333,1.18,0.98,-16.62,506
4757359,0.99,0.19,-14.80,506
4758386,1.44,1.13,-13.53,506
4759413,0.88,0.08,-11.44,506
4760440,1.10,1.62,-16.04,506
4761483,1.06,0.94,-17.05,506
4762510,1.44,0.79,-12.37,506
4763537,0.84,0.79,-13.18,506
4764569,1.33,1.24,-17.74,506
4765596,0.84,0.94,-18.05,506
4766623,1.70,1.09,-11.78,506
4767663,1.36,1.24,-11.28,506
4768690,1.18,1.09,-17.01,506
4769717,1.29,1.05,-18.67,506
